Group,Day,Time,Discipline,Classroom,Type,Lecturer,Program
ITM-2502,Monday,15:00-15:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITM-2502,Tuesday,10:00-10:50,Business Project (Simulation),C1.2.237L,lecture,Borashova Sholpan,Schedules_1 course_3 trim
ITM-2502,Tuesday,11:00-11:50,Business Project (Simulation),C1.2.237L,lecture,Borashova Sholpan,Schedules_1 course_3 trim
ITM-2502,Tuesday,12:00-12:50,Database Management Systems,C1.1.353K,practice,Akhmetzhanova Shynar,Schedules_1 course_3 trim
ITM-2502,Tuesday,13:05-13:55,Database Management Systems,C1.1.353K,practice,Akhmetzhanova Shynar,Schedules_1 course_3 trim
ITM-2502,Wednesday,08:00-08:50,Business Project (Simulation),C1.1.254P,practice,Altynbek Amirzhanov,Schedules_1 course_3 trim
ITM-2502,Wednesday,09:00-09:50,Business Project (Simulation),C1.1.254P,practice,Altynbek Amirzhanov,Schedules_1 course_3 trim
ITM-2502,Wednesday,10:00-10:50,Linear Algebra,C1.1.228P,practice,Tulaeva Sandugash,Schedules_1 course_3 trim
ITM-2502,Wednesday,11:00-11:50,Linear Algebra,C1.1.228P,practice,Tulaeva Sandugash,Schedules_1 course_3 trim
ITM-2502,Wednesday,16:00-16:50,History of Kazakhstan (State Exam),online,practice,Imangaliyev Almas,Schedules_1 course_3 trim
ITM-2502,Thursday,14:00-14:50,History of Kazakhstan (State Exam),online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITM-2502,Thursday,15:00-15:50,History of Kazakhstan (State Exam),online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITM-2502,Friday,10:00-10:50,Business Project (Simulation),C1.2.225P,practice,Altynbek Amirzhanov,Schedules_1 course_3 trim
ITM-2502,Friday,11:00-11:50,History of Kazakhstan (State Exam),C1.2.225P,practice,Imangaliyev Almas,Schedules_1 course_3 trim
ITM-2502,Friday,12:00-12:50,History of Kazakhstan (State Exam),C1.2.225P,practice,Imangaliyev Almas,Schedules_1 course_3 trim
ITM-2502,Friday,13:05-13:55,Linear Algebra,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITM-2502,Saturday,11:00-11:50,Introduction to Leadership,C1.1.346P,practice,Elnura Abakanova,Schedules_1 course_3 trim
ITM-2502,Saturday,12:00-12:50,Introduction to Leadership,C1.1.346P,practice,Elnura Abakanova,Schedules_1 course_3 trim
ITM-2502,Saturday,13:05-13:55,Introduction to Leadership,C1.1.346P,practice,Elnura Abakanova,Schedules_1 course_3 trim
ITM-2503,Monday,08:00-08:50,Introduction to Leadership,C1.3.233L,lecture,Kamshat Mussina,Schedules_1 course_3 trim
ITM-2503,Monday,09:00-09:50,Introduction to Leadership,C1.3.233L,lecture,Kamshat Mussina,Schedules_1 course_3 trim
ITM-2503,Monday,10:00-10:50,Linear Algebra,C1.1.251L,lecture,Jandigulov Abdygali,Schedules_1 course_3 trim
ITM-2503,Monday,11:00-11:50,Linear Algebra,C1.1.251L,lecture,Jandigulov Abdygali,Schedules_1 course_3 trim
ITM-2503,Monday,12:00-12:50,Database Management Systems,C1.1.353K,practice,Akhmetzhanova Shynar,Schedules_1 course_3 trim
ITM-2503,Monday,13:05-13:55,Database Management Systems,C1.1.353K,practice,Akhmetzhanova Shynar,Schedules_1 course_3 trim
ITM-2503,Monday,14:00-14:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITM-2503,Monday,15:00-15:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITM-2503,Tuesday,08:00-08:50,History of Kazakhstan (State Exam),C1.2.225P,practice,Imangaliyev Almas,Schedules_1 course_3 trim
ITM-2503,Tuesday,09:00-09:50,History of Kazakhstan (State Exam),C1.2.225P,practice,Imangaliyev Almas,Schedules_1 course_3 trim
ITM-2503,Tuesday,10:00-10:50,Business Project (Simulation),C1.2.237L,lecture,Borashova Sholpan,Schedules_1 course_3 trim
ITM-2503,Tuesday,11:00-11:50,Business Project (Simulation),C1.2.237L,lecture,Borashova Sholpan,Schedules_1 course_3 trim
ITM-2503,Tuesday,12:00-12:50,Business Project (Simulation),C1.2.226P,practice,Aiganym Jaras,Schedules_1 course_3 trim
ITM-2503,Wednesday,08:00-08:50,Business Project (Simulation),C1.2.226P,practice,Aiganym Jaras,Schedules_1 course_3 trim
ITM-2503,Wednesday,09:00-09:50,Business Project (Simulation),C1.2.226P,practice,Aiganym Jaras,Schedules_1 course_3 trim
ITM-2503,Wednesday,11:00-11:50,Database Management Systems,C1.1.353K,practice,Akhmetzhanova Shynar,Schedules_1 course_3 trim
ITM-2503,Wednesday,12:00-12:50,Linear Algebra,C1.1.228P,practice,Tulaeva Sandugash,Schedules_1 course_3 trim
ITM-2503,Wednesday,13:05-13:55,Linear Algebra,C1.1.228P,practice,Tulaeva Sandugash,Schedules_1 course_3 trim
ITM-2503,Wednesday,16:00-16:50,History of Kazakhstan (State Exam),online,practice,Imangaliyev Almas,Schedules_1 course_3 trim
ITM-2503,Thursday,14:00-14:50,History of Kazakhstan (State Exam),online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITM-2503,Thursday,15:00-15:50,History of Kazakhstan (State Exam),online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITM-2503,Friday,13:05-13:55,Linear Algebra,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITM-2503,Saturday,14:00-14:50,Introduction to Leadership,C1.1.346P,practice,Elnura Abakanova,Schedules_1 course_3 trim
ITM-2503,Saturday,15:00-15:50,Introduction to Leadership,C1.1.346P,practice,Elnura Abakanova,Schedules_1 course_3 trim
ITM-2503,Saturday,16:00-16:50,Introduction to Leadership,C1.1.346P,practice,Elnura Abakanova,Schedules_1 course_3 trim
ITM-2504,Monday,08:00-08:50,Introduction to Leadership,C1.3.233L,lecture,Kamshat Mussina,Schedules_1 course_3 trim
ITM-2504,Monday,09:00-09:50,Introduction to Leadership,C1.3.233L,lecture,Kamshat Mussina,Schedules_1 course_3 trim
ITM-2504,Monday,10:00-10:50,Linear Algebra,C1.1.251L,lecture,Jandigulov Abdygali,Schedules_1 course_3 trim
ITM-2504,Monday,11:00-11:50,Linear Algebra,C1.1.251L,lecture,Jandigulov Abdygali,Schedules_1 course_3 trim
ITM-2504,Monday,12:00-12:50,History of Kazakhstan (State Exam),C1.2.225P,practice,Imangaliyev Almas,Schedules_1 course_3 trim
ITM-2504,Monday,13:05-13:55,History of Kazakhstan (State Exam),C1.2.225P,practice,Imangaliyev Almas,Schedules_1 course_3 trim
ITM-2504,Monday,14:00-14:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITM-2504,Monday,15:00-15:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITM-2504,Tuesday,09:00-09:50,Database Management Systems,C1.1.353K,practice,Akhmetzhanova Shynar,Schedules_1 course_3 trim
ITM-2504,Tuesday,10:00-10:50,Business Project (Simulation),C1.2.237L,lecture,Borashova Sholpan,Schedules_1 course_3 trim
ITM-2504,Tuesday,11:00-11:50,Business Project (Simulation),C1.2.237L,lecture,Borashova Sholpan,Schedules_1 course_3 trim
ITM-2504,Tuesday,13:05-13:55,Business Project (Simulation),C1.2.226P,practice,Aiganym Jaras,Schedules_1 course_3 trim
ITM-2504,Wednesday,10:00-10:50,Introduction to Leadership,C1.1.224P,practice,Mergen Duisenov,Schedules_1 course_3 trim
ITM-2504,Wednesday,11:00-11:50,Introduction to Leadership,C1.1.224P,practice,Mergen Duisenov,Schedules_1 course_3 trim
ITM-2504,Wednesday,12:00-12:50,Database Management Systems,C1.1.353K,practice,Akhmetzhanova Shynar,Schedules_1 course_3 trim
ITM-2504,Wednesday,13:05-13:55,Database Management Systems,C1.1.353K,practice,Akhmetzhanova Shynar,Schedules_1 course_3 trim
ITM-2504,Wednesday,16:00-16:50,History of Kazakhstan (State Exam),online,practice,Imangaliyev Almas,Schedules_1 course_3 trim
ITM-2504,Thursday,08:00-08:50,Linear Algebra,C1.3.254L,practice,Tulaeva Sandugash,Schedules_1 course_3 trim
ITM-2504,Thursday,09:00-09:50,Linear Algebra,C1.3.254L,practice,Tulaeva Sandugash,Schedules_1 course_3 trim
ITM-2504,Thursday,10:00-10:50,Introduction to Leadership,C1.1.224P,practice,Mergen Duisenov,Schedules_1 course_3 trim
ITM-2504,Thursday,11:00-11:50,Business Project (Simulation),C1.3.319,practice,Aiganym Jaras,Schedules_1 course_3 trim
ITM-2504,Thursday,12:00-12:50,Business Project (Simulation),C1.3.319,practice,Aiganym Jaras,Schedules_1 course_3 trim
ITM-2504,Thursday,14:00-14:50,History of Kazakhstan (State Exam),online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITM-2504,Thursday,15:00-15:50,History of Kazakhstan (State Exam),online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITM-2504,Friday,13:05-13:55,Linear Algebra,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MCS-2501,Monday,10:00-10:50,Ordinary Differential Equations,C1.3.366L,lecture,Raikhan Madi,Schedules_1 course_3 trim
MCS-2501,Monday,11:00-11:50,Ordinary Differential Equations,C1.3.366L,lecture,Raikhan Madi,Schedules_1 course_3 trim
MCS-2501,Monday,12:00-12:50,Calculus 2,C1.3.365L,lecture,Batkuldinova Kamila,Schedules_1 course_3 trim
MCS-2501,Monday,13:05-13:55,Calculus 2,C1.3.365L,lecture,Batkuldinova Kamila,Schedules_1 course_3 trim
MCS-2501,Tuesday,08:00-08:50,Algorithms and Data Structures,C1.1.360K,practice,Khaimuldin Askar,Schedules_1 course_3 trim
MCS-2501,Tuesday,09:00-09:50,Algorithms and Data Structures,C1.1.360K,practice,Khaimuldin Askar,Schedules_1 course_3 trim
MCS-2501,Tuesday,10:00-10:50,Analytic Geometry,C1.1.251L,lecture,Bazarkhanova Aigerim,Schedules_1 course_3 trim
MCS-2501,Tuesday,11:00-11:50,Analytic Geometry,C1.1.251L,lecture,Bazarkhanova Aigerim,Schedules_1 course_3 trim
MCS-2501,Tuesday,12:00-12:50,Ordinary Differential Equations,C1.3.365L,lecture,Raikhan Madi,Schedules_1 course_3 trim
MCS-2501,Tuesday,13:05-13:55,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MCS-2501,Wednesday,10:00-10:50,Algorithms and Data Structures,C1.1.360K,practice,Khaimuldin Askar,Schedules_1 course_3 trim
MCS-2501,Wednesday,11:00-11:50,Political Science,C1.1.253P,practice,Saltanat Zhalmagambetova,Schedules_1 course_3 trim
MCS-2501,Wednesday,12:00-12:50,Calculus 2,C1.3.233L,practice,Serik Kudaibergenov,Schedules_1 course_3 trim
MCS-2501,Wednesday,13:05-13:55,Calculus 2,C1.3.233L,practice,Serik Kudaibergenov,Schedules_1 course_3 trim
MCS-2501,Wednesday,14:00-14:50,Psychology,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MCS-2501,Thursday,08:00-08:50,Ordinary Differential Equations,C1.3.232P,practice,Raikhan Madi,Schedules_1 course_3 trim
MCS-2501,Thursday,09:00-09:50,Ordinary Differential Equations,C1.3.232P,practice,Raikhan Madi,Schedules_1 course_3 trim
MCS-2501,Thursday,10:00-10:50,Analytic Geometry,C1.1.223P,practice,Dauken Sabina,Schedules_1 course_3 trim
MCS-2501,Thursday,11:00-11:50,Analytic Geometry,C1.1.223P,practice,Dauken Sabina,Schedules_1 course_3 trim
MCS-2501,Thursday,12:00-12:50,Psychology,C1.2.249L,practice,Nursulu Belessova,Schedules_1 course_3 trim
MCS-2501,Thursday,14:00-14:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MCS-2501,Thursday,15:00-15:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MCS-2501,Friday,15:00-15:50,Calculus 2,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MCS-2502,Monday,10:00-10:50,Ordinary Differential Equations,C1.3.366L,lecture,Raikhan Madi,Schedules_1 course_3 trim
MCS-2502,Monday,11:00-11:50,Ordinary Differential Equations,C1.3.366L,lecture,Raikhan Madi,Schedules_1 course_3 trim
MCS-2502,Monday,12:00-12:50,Calculus 2,C1.3.365L,lecture,Batkuldinova Kamila,Schedules_1 course_3 trim
MCS-2502,Monday,13:05-13:55,Calculus 2,C1.3.365L,lecture,Batkuldinova Kamila,Schedules_1 course_3 trim
MCS-2502,Tuesday,08:00-08:50,Psychology,C1.2.249L,practice,Nursulu Belessova,Schedules_1 course_3 trim
MCS-2502,Tuesday,10:00-10:50,Analytic Geometry,C1.1.251L,lecture,Bazarkhanova Aigerim,Schedules_1 course_3 trim
MCS-2502,Tuesday,11:00-11:50,Analytic Geometry,C1.1.251L,lecture,Bazarkhanova Aigerim,Schedules_1 course_3 trim
MCS-2502,Tuesday,12:00-12:50,Ordinary Differential Equations,C1.3.365L,lecture,Raikhan Madi,Schedules_1 course_3 trim
MCS-2502,Tuesday,13:05-13:55,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MCS-2502,Wednesday,11:00-11:50,Algorithms and Data Structures,C1.1.360K,practice,Khaimuldin Askar,Schedules_1 course_3 trim
MCS-2502,Wednesday,12:00-12:50,Algorithms and Data Structures,C1.1.360K,practice,Khaimuldin Askar,Schedules_1 course_3 trim
MCS-2502,Wednesday,14:00-14:50,Psychology,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MCS-2502,Thursday,10:00-10:50,Ordinary Differential Equations,C1.3.232P,practice,Raikhan Madi,Schedules_1 course_3 trim
MCS-2502,Thursday,11:00-11:50,Ordinary Differential Equations,C1.3.232P,practice,Raikhan Madi,Schedules_1 course_3 trim
MCS-2502,Thursday,14:00-14:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MCS-2502,Thursday,15:00-15:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MCS-2502,Friday,08:00-08:50,Algorithms and Data Structures,C1.1.360K,practice,Khaimuldin Askar,Schedules_1 course_3 trim
MCS-2502,Friday,09:00-09:50,Political Science,C1.1.253P,practice,Saltanat Zhalmagambetova,Schedules_1 course_3 trim
MCS-2502,Friday,10:00-10:50,Analytic Geometry,C1.1.226P,practice,Dauken Sabina,Schedules_1 course_3 trim
MCS-2502,Friday,11:00-11:50,Analytic Geometry,C1.1.226P,practice,Dauken Sabina,Schedules_1 course_3 trim
MCS-2502,Friday,12:00-12:50,Calculus 2,C1.3.233L,practice,Serik Kudaibergenov,Schedules_1 course_3 trim
MCS-2502,Friday,13:05-13:55,Calculus 2,C1.3.233L,practice,Serik Kudaibergenov,Schedules_1 course_3 trim
MCS-2502,Friday,15:00-15:50,Calculus 2,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MCS-2503,Monday,10:00-10:50,Ordinary Differential Equations,C1.3.366L,lecture,Raikhan Madi,Schedules_1 course_3 trim
MCS-2503,Monday,11:00-11:50,Ordinary Differential Equations,C1.3.366L,lecture,Raikhan Madi,Schedules_1 course_3 trim
MCS-2503,Monday,12:00-12:50,Calculus 2,C1.3.365L,lecture,Batkuldinova Kamila,Schedules_1 course_3 trim
MCS-2503,Monday,13:05-13:55,Calculus 2,C1.3.365L,lecture,Batkuldinova Kamila,Schedules_1 course_3 trim
MCS-2503,Tuesday,08:00-08:50,Calculus 2,C1.3.233L,practice,Serik Kudaibergenov,Schedules_1 course_3 trim
MCS-2503,Tuesday,09:00-09:50,Calculus 2,C1.3.233L,practice,Serik Kudaibergenov,Schedules_1 course_3 trim
MCS-2503,Tuesday,10:00-10:50,Analytic Geometry,C1.1.251L,lecture,Bazarkhanova Aigerim,Schedules_1 course_3 trim
MCS-2503,Tuesday,11:00-11:50,Analytic Geometry,C1.1.251L,lecture,Bazarkhanova Aigerim,Schedules_1 course_3 trim
MCS-2503,Tuesday,12:00-12:50,Ordinary Differential Equations,C1.3.365L,lecture,Raikhan Madi,Schedules_1 course_3 trim
MCS-2503,Tuesday,13:05-13:55,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MCS-2503,Wednesday,09:00-09:50,Algorithms and Data Structures,C1.1.360K,practice,Khaimuldin Askar,Schedules_1 course_3 trim
MCS-2503,Wednesday,10:00-10:50,Political Science,C1.1.253P,practice,Saltanat Zhalmagambetova,Schedules_1 course_3 trim
MCS-2503,Wednesday,11:00-11:50,Psychology,C1.2.249L,practice,Nursulu Belessova,Schedules_1 course_3 trim
MCS-2503,Wednesday,14:00-14:50,Psychology,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MCS-2503,Thursday,12:00-12:50,Ordinary Differential Equations,C1.3.232P,practice,Raikhan Madi,Schedules_1 course_3 trim
MCS-2503,Thursday,13:05-13:55,Ordinary Differential Equations,C1.3.232P,practice,Raikhan Madi,Schedules_1 course_3 trim
MCS-2503,Thursday,14:00-14:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MCS-2503,Thursday,15:00-15:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MCS-2503,Friday,09:00-09:50,Algorithms and Data Structures,C1.1.360K,practice,Khaimuldin Askar,Schedules_1 course_3 trim
MCS-2503,Friday,10:00-10:50,Algorithms and Data Structures,C1.1.360K,practice,Khaimuldin Askar,Schedules_1 course_3 trim
MCS-2503,Friday,12:00-12:50,Analytic Geometry,C1.1.226P,practice,Dauken Sabina,Schedules_1 course_3 trim
MCS-2503,Friday,13:05-13:55,Analytic Geometry,C1.1.226P,practice,Dauken Sabina,Schedules_1 course_3 trim
MCS-2503,Friday,15:00-15:50,Calculus 2,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MT-2501,Monday,08:00-08:50,3D Animation,C1.3.323K,practice,Anel Belgibayeva,Schedules_1 course_3 trim
MT-2501,Monday,09:00-09:50,3D Animation,C1.3.323K,practice,Anel Belgibayeva,Schedules_1 course_3 trim
MT-2501,Monday,12:00-12:50,Discrete Mathematics,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MT-2501,Monday,13:05-13:55,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MT-2501,Tuesday,08:00-08:50,Introduction to Media Technologies,C1.1.334L,lecture,Rufina Torpichsheva,Schedules_1 course_3 trim
MT-2501,Tuesday,08:00-08:50,Game Development,C1.1.251L,lecture,Traxel Xeniya,Schedules_1 course_3 trim
MT-2501,Tuesday,09:00-09:50,Game Development,C1.1.251L,lecture,Traxel Xeniya,Schedules_1 course_3 trim
MT-2501,Tuesday,09:00-09:50,Introduction to Media Technologies,C1.1.334L,lecture,Rufina Torpichsheva,Schedules_1 course_3 trim
MT-2501,Tuesday,10:00-10:50,Political Science,C1.1.226P,practice,Khaidarova Nurgul,Schedules_1 course_3 trim
MT-2501,Tuesday,11:00-11:50,Game Development,C1.1.354K,practice,Traxel Xeniya,Schedules_1 course_3 trim
MT-2501,Tuesday,14:00-14:50,3D Animation,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MT-2501,Tuesday,15:00-15:50,3D Animation,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MT-2501,Wednesday,08:00-08:50,3D Animation,C1.3.323K,practice,Anel Belgibayeva,Schedules_1 course_3 trim
MT-2501,Wednesday,10:00-10:50,Psychology,C1.2.249L,practice,Nursulu Belessova,Schedules_1 course_3 trim
MT-2501,Wednesday,11:00-11:50,Introduction to Media Technologies,C1.1.223P,practice,Rufina Torpichsheva,Schedules_1 course_3 trim
MT-2501,Wednesday,14:00-14:50,Psychology,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MT-2501,Thursday,08:00-08:50,Discrete Mathematics,C1.3.361,lecture,Asaubai Al-Tarazi,Schedules_1 course_3 trim
MT-2501,Thursday,09:00-09:50,Discrete Mathematics,C1.3.361,lecture,Asaubai Al-Tarazi,Schedules_1 course_3 trim
MT-2501,Friday,08:00-08:50,Introduction to Media Technologies,C1.1.225P,practice,Rufina Torpichsheva,Schedules_1 course_3 trim
MT-2501,Friday,08:00-08:50,Game Development,C1.1.354K,practice,Traxel Xeniya,Schedules_1 course_3 trim
MT-2501,Friday,09:00-09:50,Game Development,C1.1.354K,practice,Traxel Xeniya,Schedules_1 course_3 trim
MT-2501,Friday,09:00-09:50,Introduction to Media Technologies,C1.1.225P,practice,Rufina Torpichsheva,Schedules_1 course_3 trim
MT-2501,Friday,10:00-10:50,Discrete Mathematics,C1.1.366P,practice,Asaubai Al-Tarazi,Schedules_1 course_3 trim
MT-2501,Friday,11:00-11:50,Discrete Mathematics,C1.1.366P,practice,Asaubai Al-Tarazi,Schedules_1 course_3 trim
MT-2502,Monday,12:00-12:50,Discrete Mathematics,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MT-2502,Monday,13:05-13:55,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MT-2502,Tuesday,08:00-08:50,Introduction to Media Technologies,C1.1.334L,lecture,Rufina Torpichsheva,Schedules_1 course_3 trim
MT-2502,Tuesday,08:00-08:50,Game Development,C1.1.251L,lecture,Traxel Xeniya,Schedules_1 course_3 trim
MT-2502,Tuesday,09:00-09:50,Game Development,C1.1.251L,lecture,Traxel Xeniya,Schedules_1 course_3 trim
MT-2502,Tuesday,09:00-09:50,Introduction to Media Technologies,C1.1.334L,lecture,Rufina Torpichsheva,Schedules_1 course_3 trim
MT-2502,Tuesday,11:00-11:50,Game Development,C1.1.354K,practice,Traxel Xeniya,Schedules_1 course_3 trim
MT-2502,Tuesday,11:00-11:50,Introduction to Media Technologies,C1.1.228P,practice,Anel Belgibayeva,Schedules_1 course_3 trim
MT-2502,Tuesday,14:00-14:50,3D Animation,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MT-2502,Tuesday,15:00-15:50,3D Animation,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
MT-2502,Wednesday,08:00-08:50,Psychology,C1.2.249L,practice,Nursulu Belessova,Schedules_1 course_3 trim
