Group,Day,Time,Discipline,Classroom,Type,Lecturer,Program
IT-2511,Friday,11:00-11:50,Database Management Systems,C1.1.238K,practice,Almas Ospanov,Schedules_1 course_3 trim
IT-2511,Friday,13:05-13:55,Algorithms and Data Structures,IEC-304,practice,Tanibergenova Kamila,Schedules_1 course_3 trim
IT-2511,Friday,14:00-14:50,Calculus 2,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2511,Saturday,10:00-10:50,Political Science,C1.1.355P,practice,Aidana Issaliyeva,Schedules_1 course_3 trim
IT-2511,Saturday,12:00-12:50,Calculus 2,C1.3.254L,practice,Rassul Akhmetbekov,Schedules_1 course_3 trim
IT-2511,Saturday,13:05-13:55,Calculus 2,C1.3.254L,practice,Rassul Akhmetbekov,Schedules_1 course_3 trim
IT-2511,Saturday,16:00-16:50,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2511,Saturday,17:00-17:50,Psychology,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2512,Monday,14:00-14:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2512,Monday,15:00-15:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2512,Tuesday,08:00-08:50,Algorithms and Data Structures,IEC-305,practice,Mukhidenov Diyar,Schedules_1 course_3 trim
IT-2512,Tuesday,09:00-09:50,Algorithms and Data Structures,IEC-305,practice,Mukhidenov Diyar,Schedules_1 course_3 trim
IT-2512,Tuesday,11:00-11:50,Psychology,C1.3.255L,practice,Meruyert Aknazarova,Schedules_1 course_3 trim
IT-2512,Tuesday,14:00-14:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2512,Tuesday,15:00-15:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2512,Wednesday,09:00-09:50,Calculus 2,C1.3.234L,lecture,Mukhambetzhan Manshuk,Schedules_1 course_3 trim
IT-2512,Wednesday,10:00-10:50,Calculus 2,C1.3.234L,lecture,Mukhambetzhan Manshuk,Schedules_1 course_3 trim
IT-2512,Wednesday,12:00-12:50,Analytic Geometry,C1.1.334L,lecture,Ussipbayev Amirbek,Schedules_1 course_3 trim
IT-2512,Wednesday,13:05-13:55,Analytic Geometry,C1.1.334L,lecture,Ussipbayev Amirbek,Schedules_1 course_3 trim
IT-2512,Thursday,08:00-08:50,Algorithms and Data Structures,IEC-304,practice,Mukhidenov Diyar,Schedules_1 course_3 trim
IT-2512,Thursday,10:00-10:50,Database Management Systems,C1.1.238K,practice,Almas Ospanov,Schedules_1 course_3 trim
IT-2512,Thursday,12:00-12:50,Analytic Geometry,C1.1.225P,practice,Yermakhan Sabyrzhan,Schedules_1 course_3 trim
IT-2512,Thursday,13:05-13:55,Analytic Geometry,C1.1.225P,practice,Yermakhan Sabyrzhan,Schedules_1 course_3 trim
IT-2512,Friday,14:00-14:50,Calculus 2,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2512,Saturday,11:00-11:50,Political Science,C1.1.355P,practice,Aidana Issaliyeva,Schedules_1 course_3 trim
IT-2512,Saturday,12:00-12:50,Database Management Systems,C1.1.238K,practice,Almas Ospanov,Schedules_1 course_3 trim
IT-2512,Saturday,13:05-13:55,Database Management Systems,C1.1.238K,practice,Almas Ospanov,Schedules_1 course_3 trim
IT-2512,Saturday,14:00-14:50,Calculus 2,C1.3.254L,practice,Rassul Akhmetbekov,Schedules_1 course_3 trim
IT-2512,Saturday,15:00-15:50,Calculus 2,C1.3.254L,practice,Rassul Akhmetbekov,Schedules_1 course_3 trim
IT-2512,Saturday,16:00-16:50,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2512,Saturday,17:00-17:50,Psychology,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2513,Monday,09:00-09:50,Algorithms and Data Structures,IEC-308,practice,Mukhidenov Diyar,Schedules_1 course_3 trim
IT-2513,Monday,10:00-10:50,Algorithms and Data Structures,IEC-308,practice,Mukhidenov Diyar,Schedules_1 course_3 trim
IT-2513,Monday,12:00-12:50,Calculus 2,C1.2.237L,lecture,Serik Kudaibergenov,Schedules_1 course_3 trim
IT-2513,Monday,13:05-13:55,Calculus 2,C1.2.237L,lecture,Serik Kudaibergenov,Schedules_1 course_3 trim
IT-2513,Monday,14:00-14:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2513,Monday,15:00-15:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2513,Tuesday,10:00-10:50,Database Management Systems,C1.1.238K,practice,Almas Ospanov,Schedules_1 course_3 trim
IT-2513,Tuesday,12:00-12:50,Analytic Geometry,C1.2.237L,lecture,Bazarkhanova Aigerim,Schedules_1 course_3 trim
IT-2513,Tuesday,13:05-13:55,Analytic Geometry,C1.2.237L,lecture,Bazarkhanova Aigerim,Schedules_1 course_3 trim
IT-2513,Tuesday,14:00-14:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2513,Tuesday,15:00-15:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2513,Wednesday,09:00-09:50,Psychology,C1.3.255L,practice,Meruyert Aknazarova,Schedules_1 course_3 trim
IT-2513,Wednesday,10:00-10:50,Analytic Geometry,C1.1.225P,practice,Yermakhan Sabyrzhan,Schedules_1 course_3 trim
IT-2513,Wednesday,11:00-11:50,Analytic Geometry,C1.1.225P,practice,Yermakhan Sabyrzhan,Schedules_1 course_3 trim
IT-2513,Wednesday,12:00-12:50,Database Management Systems,C1.1.238K,practice,Almas Ospanov,Schedules_1 course_3 trim
IT-2513,Wednesday,13:05-13:55,Database Management Systems,C1.1.238K,practice,Almas Ospanov,Schedules_1 course_3 trim
IT-2513,Thursday,09:00-09:50,Algorithms and Data Structures,IEC-304,practice,Mukhidenov Diyar,Schedules_1 course_3 trim
IT-2513,Thursday,11:00-11:50,Calculus 2,C1.3.233L,practice,Serik Kudaibergenov,Schedules_1 course_3 trim
IT-2513,Thursday,12:00-12:50,Calculus 2,C1.3.233L,practice,Serik Kudaibergenov,Schedules_1 course_3 trim
IT-2513,Thursday,13:05-13:55,Political Science,C1.1.254P,practice,Khaidarova Nurgul,Schedules_1 course_3 trim
IT-2513,Friday,15:00-15:50,Calculus 2,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2513,Saturday,16:00-16:50,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2513,Saturday,17:00-17:50,Psychology,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2514,Monday,08:00-08:50,Political Science,C1.1.226P,practice,Khaidarova Nurgul,Schedules_1 course_3 trim
IT-2514,Monday,09:00-09:50,Psychology,C1.3.255L,practice,Meruyert Aknazarova,Schedules_1 course_3 trim
IT-2514,Monday,10:00-10:50,Database Management Systems,C1.1.238K,practice,Almas Ospanov,Schedules_1 course_3 trim
IT-2514,Monday,11:00-11:50,Database Management Systems,C1.1.238K,practice,Almas Ospanov,Schedules_1 course_3 trim
IT-2514,Monday,12:00-12:50,Calculus 2,C1.2.237L,lecture,Serik Kudaibergenov,Schedules_1 course_3 trim
IT-2514,Monday,13:05-13:55,Calculus 2,C1.2.237L,lecture,Serik Kudaibergenov,Schedules_1 course_3 trim
IT-2514,Monday,14:00-14:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2514,Monday,15:00-15:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2514,Tuesday,12:00-12:50,Analytic Geometry,C1.2.237L,lecture,Bazarkhanova Aigerim,Schedules_1 course_3 trim
IT-2514,Tuesday,13:05-13:55,Analytic Geometry,C1.2.237L,lecture,Bazarkhanova Aigerim,Schedules_1 course_3 trim
IT-2514,Tuesday,14:00-14:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2514,Tuesday,15:00-15:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2514,Wednesday,08:00-08:50,Algorithms and Data Structures,C1.1.232K,practice,Mukhidenov Diyar,Schedules_1 course_3 trim
IT-2514,Wednesday,09:00-09:50,Algorithms and Data Structures,C1.1.232K,practice,Mukhidenov Diyar,Schedules_1 course_3 trim
IT-2514,Wednesday,10:00-10:50,Calculus 2,C1.3.233L,practice,Serik Kudaibergenov,Schedules_1 course_3 trim
IT-2514,Wednesday,11:00-11:50,Calculus 2,C1.3.233L,practice,Serik Kudaibergenov,Schedules_1 course_3 trim
IT-2514,Wednesday,12:00-12:50,Analytic Geometry,C1.1.225P,practice,Yermakhan Sabyrzhan,Schedules_1 course_3 trim
IT-2514,Wednesday,13:05-13:55,Analytic Geometry,C1.1.225P,practice,Yermakhan Sabyrzhan,Schedules_1 course_3 trim
IT-2514,Thursday,11:00-11:50,Database Management Systems,C1.1.238K,practice,Almas Ospanov,Schedules_1 course_3 trim
IT-2514,Thursday,13:05-13:55,Algorithms and Data Structures,IEC-303,practice,Mukhidenov Diyar,Schedules_1 course_3 trim
IT-2514,Friday,15:00-15:50,Calculus 2,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2514,Saturday,16:00-16:50,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2514,Saturday,17:00-17:50,Psychology,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2515,Monday,10:00-10:50,Database Management Systems,C1.1.245K,practice,Kazbekova Diana,Schedules_1 course_3 trim
IT-2515,Monday,11:00-11:50,Psychology,C1.3.255L,practice,Meruyert Aknazarova,Schedules_1 course_3 trim
IT-2515,Monday,12:00-12:50,Calculus 2,C1.2.237L,lecture,Serik Kudaibergenov,Schedules_1 course_3 trim
IT-2515,Monday,13:05-13:55,Calculus 2,C1.2.237L,lecture,Serik Kudaibergenov,Schedules_1 course_3 trim
IT-2515,Monday,14:00-14:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2515,Monday,15:00-15:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2515,Tuesday,08:00-08:50,Political Science,C1.1.226P,practice,Khaidarova Nurgul,Schedules_1 course_3 trim
IT-2515,Tuesday,10:00-10:50,Calculus 2,C1.3.233L,practice,Serik Kudaibergenov,Schedules_1 course_3 trim
IT-2515,Tuesday,11:00-11:50,Calculus 2,C1.3.233L,practice,Serik Kudaibergenov,Schedules_1 course_3 trim
IT-2515,Tuesday,12:00-12:50,Analytic Geometry,C1.2.237L,lecture,Bazarkhanova Aigerim,Schedules_1 course_3 trim
IT-2515,Tuesday,13:05-13:55,Analytic Geometry,C1.2.237L,lecture,Bazarkhanova Aigerim,Schedules_1 course_3 trim
IT-2515,Tuesday,14:00-14:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2515,Tuesday,15:00-15:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2515,Thursday,10:00-10:50,Algorithms and Data Structures,IEC-304,practice,Mukhidenov Diyar,Schedules_1 course_3 trim
IT-2515,Thursday,11:00-11:50,Algorithms and Data Structures,IEC-304,practice,Mukhidenov Diyar,Schedules_1 course_3 trim
IT-2515,Friday,08:00-08:50,Analytic Geometry,C1.1.226P,practice,Yermakhan Sabyrzhan,Schedules_1 course_3 trim
IT-2515,Friday,09:00-09:50,Analytic Geometry,C1.1.226P,practice,Yermakhan Sabyrzhan,Schedules_1 course_3 trim
IT-2515,Friday,10:00-10:50,Database Management Systems,C1.2.242K,practice,Kazbekova Diana,Schedules_1 course_3 trim
IT-2515,Friday,11:00-11:50,Database Management Systems,C1.2.242K,practice,Kazbekova Diana,Schedules_1 course_3 trim
IT-2515,Friday,12:00-12:50,Algorithms and Data Structures,C1.2.231K,practice,Mukhidenov Diyar,Schedules_1 course_3 trim
IT-2515,Friday,15:00-15:50,Calculus 2,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2515,Saturday,16:00-16:50,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2515,Saturday,17:00-17:50,Psychology,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2516,Monday,11:00-11:50,Political Science,C1.1.226P,practice,Khaidarova Nurgul,Schedules_1 course_3 trim
IT-2516,Monday,12:00-12:50,Calculus 2,C1.2.237L,lecture,Serik Kudaibergenov,Schedules_1 course_3 trim
IT-2516,Monday,13:05-13:55,Calculus 2,C1.2.237L,lecture,Serik Kudaibergenov,Schedules_1 course_3 trim
IT-2516,Monday,14:00-14:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2516,Monday,15:00-15:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2516,Tuesday,08:00-08:50,Database Management Systems,C1.1.241K,practice,Shaiken Olzhas,Schedules_1 course_3 trim
IT-2516,Tuesday,09:00-09:50,Database Management Systems,C1.1.241K,practice,Shaiken Olzhas,Schedules_1 course_3 trim
IT-2516,Tuesday,10:00-10:50,Psychology,C1.3.255L,practice,Meruyert Aknazarova,Schedules_1 course_3 trim
IT-2516,Tuesday,12:00-12:50,Analytic Geometry,C1.2.237L,lecture,Bazarkhanova Aigerim,Schedules_1 course_3 trim
IT-2516,Tuesday,13:05-13:55,Analytic Geometry,C1.2.237L,lecture,Bazarkhanova Aigerim,Schedules_1 course_3 trim
IT-2516,Tuesday,14:00-14:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2516,Tuesday,15:00-15:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2516,Wednesday,10:00-10:50,Algorithms and Data Structures,C1.1.232K,practice,Mukhidenov Diyar,Schedules_1 course_3 trim
IT-2516,Wednesday,11:00-11:50,Algorithms and Data Structures,C1.1.232K,practice,Mukhidenov Diyar,Schedules_1 course_3 trim
IT-2516,Wednesday,12:00-12:50,Algorithms and Data Structures,C1.1.232K,practice,Mukhidenov Diyar,Schedules_1 course_3 trim
IT-2516,Thursday,08:00-08:50,Analytic Geometry,C1.1.223P,practice,Dauken Sabina,Schedules_1 course_3 trim
IT-2516,Thursday,09:00-09:50,Analytic Geometry,C1.1.223P,practice,Dauken Sabina,Schedules_1 course_3 trim
IT-2516,Friday,08:00-08:50,Calculus 2,C1.3.233L,practice,Serik Kudaibergenov,Schedules_1 course_3 trim
IT-2516,Friday,09:00-09:50,Calculus 2,C1.3.233L,practice,Serik Kudaibergenov,Schedules_1 course_3 trim
IT-2516,Friday,10:00-10:50,Database Management Systems,C1.1.241K,practice,Shaiken Olzhas,Schedules_1 course_3 trim
IT-2516,Friday,15:00-15:50,Calculus 2,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2516,Saturday,16:00-16:50,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
IT-2516,Saturday,17:00-17:50,Psychology,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITE-2501,Monday,08:00-08:50,Linear Algebra,C1.1.251L,lecture,Jandigulov Abdygali,Schedules_1 course_3 trim
ITE-2501,Monday,09:00-09:50,Linear Algebra,C1.1.251L,lecture,Jandigulov Abdygali,Schedules_1 course_3 trim
ITE-2501,Monday,10:00-10:50,Entrepreneurship,C1.1.223P,lecture,Kamshat Mussina,Schedules_1 course_3 trim
ITE-2501,Monday,11:00-11:50,Entrepreneurship,C1.1.223P,lecture,Kamshat Mussina,Schedules_1 course_3 trim
ITE-2501,Monday,12:00-12:50,Marketing for Entrepreneurship,C1.3.319,practice,Aitolkin Sagynbayeva,Schedules_1 course_3 trim
ITE-2501,Monday,13:05-13:55,Marketing for Entrepreneurship,C1.3.319,practice,Aitolkin Sagynbayeva,Schedules_1 course_3 trim
ITE-2501,Monday,14:00-14:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITE-2501,Monday,15:00-15:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITE-2501,Tuesday,08:00-08:50,Marketing for Entrepreneurship,C1.2.251L,lecture,Aitolkin Sagynbayeva,Schedules_1 course_3 trim
ITE-2501,Tuesday,09:00-09:50,Marketing for Entrepreneurship,C1.2.251L,lecture,Aitolkin Sagynbayeva,Schedules_1 course_3 trim
ITE-2501,Tuesday,10:00-10:50,Database Management Systems,C1.1.241K,practice,Shaiken Olzhas,Schedules_1 course_3 trim
ITE-2501,Tuesday,11:00-11:50,Marketing for Entrepreneurship,C1.3.319,practice,Aitolkin Sagynbayeva,Schedules_1 course_3 trim
ITE-2501,Tuesday,12:00-12:50,Linear Algebra,C1.3.254L,practice,Tulaeva Sandugash,Schedules_1 course_3 trim
ITE-2501,Tuesday,13:05-13:55,Linear Algebra,C1.3.254L,practice,Tulaeva Sandugash,Schedules_1 course_3 trim
ITE-2501,Wednesday,08:00-08:50,Entrepreneurship,C1.1.223P,practice,Kamshat Mussina,Schedules_1 course_3 trim
ITE-2501,Wednesday,09:00-09:50,Entrepreneurship,C1.1.223P,practice,Kamshat Mussina,Schedules_1 course_3 trim
ITE-2501,Wednesday,10:00-10:50,Entrepreneurship,C1.1.223P,practice,Kamshat Mussina,Schedules_1 course_3 trim
ITE-2501,Wednesday,16:00-16:50,History of Kazakhstan (State Exam),online,practice,Imangaliyev Almas,Schedules_1 course_3 trim
ITE-2501,Thursday,08:00-08:50,Database Management Systems,C1.1.241K,practice,Shaiken Olzhas,Schedules_1 course_3 trim
ITE-2501,Thursday,09:00-09:50,Database Management Systems,C1.1.241K,practice,Shaiken Olzhas,Schedules_1 course_3 trim
ITE-2501,Thursday,10:00-10:50,History of Kazakhstan (State Exam),C1.2.225P,practice,Imangaliyev Almas,Schedules_1 course_3 trim
ITE-2501,Thursday,11:00-11:50,History of Kazakhstan (State Exam),C1.2.225P,practice,Imangaliyev Almas,Schedules_1 course_3 trim
ITE-2501,Thursday,12:00-12:50,Financial Literacy,C1.3.244,lecture,Borashova Sholpan,Schedules_1 course_3 trim
ITE-2501,Thursday,13:05-13:55,Financial Literacy,C1.3.244,lecture,Borashova Sholpan,Schedules_1 course_3 trim
ITE-2501,Thursday,14:00-14:50,History of Kazakhstan (State Exam),online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITE-2501,Thursday,15:00-15:50,History of Kazakhstan (State Exam),online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITE-2501,Friday,13:05-13:55,Linear Algebra,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITE-2501,Saturday,08:00-08:50,Financial Literacy,C1.1.347P,practice,Muratov Sayat,Schedules_1 course_3 trim
ITE-2501,Saturday,09:00-09:50,Financial Literacy,C1.1.347P,practice,Muratov Sayat,Schedules_1 course_3 trim
ITE-2501,Saturday,10:00-10:50,Financial Literacy,C1.1.347P,practice,Muratov Sayat,Schedules_1 course_3 trim
ITE-2502,Monday,08:00-08:50,Linear Algebra,C1.1.251L,lecture,Jandigulov Abdygali,Schedules_1 course_3 trim
ITE-2502,Monday,09:00-09:50,Linear Algebra,C1.1.251L,lecture,Jandigulov Abdygali,Schedules_1 course_3 trim
ITE-2502,Monday,10:00-10:50,Entrepreneurship,C1.1.223P,lecture,Kamshat Mussina,Schedules_1 course_3 trim
ITE-2502,Monday,11:00-11:50,Entrepreneurship,C1.1.223P,lecture,Kamshat Mussina,Schedules_1 course_3 trim
ITE-2502,Monday,14:00-14:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITE-2502,Monday,15:00-15:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITE-2502,Tuesday,08:00-08:50,Marketing for Entrepreneurship,C1.2.251L,lecture,Aitolkin Sagynbayeva,Schedules_1 course_3 trim
ITE-2502,Tuesday,09:00-09:50,Marketing for Entrepreneurship,C1.2.251L,lecture,Aitolkin Sagynbayeva,Schedules_1 course_3 trim
ITE-2502,Tuesday,10:00-10:50,Linear Algebra,C1.3.254L,practice,Tulaeva Sandugash,Schedules_1 course_3 trim
ITE-2502,Tuesday,11:00-11:50,Linear Algebra,C1.3.254L,practice,Tulaeva Sandugash,Schedules_1 course_3 trim
ITE-2502,Tuesday,12:00-12:50,Marketing for Entrepreneurship,C1.3.319,practice,Aitolkin Sagynbayeva,Schedules_1 course_3 trim
ITE-2502,Wednesday,08:00-08:50,Entrepreneurship,C1.1.223P,practice,Kamshat Mussina,Schedules_1 course_3 trim
ITE-2502,Wednesday,09:00-09:50,Entrepreneurship,C1.1.223P,practice,Kamshat Mussina,Schedules_1 course_3 trim
ITE-2502,Wednesday,10:00-10:50,Entrepreneurship,C1.1.223P,practice,Kamshat Mussina,Schedules_1 course_3 trim
ITE-2502,Wednesday,11:00-11:50,Marketing for Entrepreneurship,C1.3.319,practice,Aitolkin Sagynbayeva,Schedules_1 course_3 trim
ITE-2502,Wednesday,12:00-12:50,Marketing for Entrepreneurship,C1.3.319,practice,Aitolkin Sagynbayeva,Schedules_1 course_3 trim
ITE-2502,Wednesday,16:00-16:50,History of Kazakhstan (State Exam),online,practice,Imangaliyev Almas,Schedules_1 course_3 trim
ITE-2502,Thursday,08:00-08:50,History of Kazakhstan (State Exam),C1.2.225P,practice,Imangaliyev Almas,Schedules_1 course_3 trim
ITE-2502,Thursday,09:00-09:50,History of Kazakhstan (State Exam),C1.2.225P,practice,Imangaliyev Almas,Schedules_1 course_3 trim
ITE-2502,Thursday,10:00-10:50,Database Management Systems,C1.1.241K,practice,Shaiken Olzhas,Schedules_1 course_3 trim
ITE-2502,Thursday,12:00-12:50,Financial Literacy,C1.3.244,lecture,Borashova Sholpan,Schedules_1 course_3 trim
ITE-2502,Thursday,13:05-13:55,Financial Literacy,C1.3.244,lecture,Borashova Sholpan,Schedules_1 course_3 trim
ITE-2502,Thursday,14:00-14:50,History of Kazakhstan (State Exam),online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITE-2502,Thursday,15:00-15:50,History of Kazakhstan (State Exam),online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITE-2502,Friday,08:00-08:50,Database Management Systems,C1.1.241K,practice,Shaiken Olzhas,Schedules_1 course_3 trim
ITE-2502,Friday,09:00-09:50,Database Management Systems,C1.1.241K,practice,Shaiken Olzhas,Schedules_1 course_3 trim
ITE-2502,Friday,13:05-13:55,Linear Algebra,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITE-2502,Saturday,08:00-08:50,Financial Literacy,C1.1.347P,practice,Muratov Sayat,Schedules_1 course_3 trim
ITE-2502,Saturday,09:00-09:50,Financial Literacy,C1.1.347P,practice,Muratov Sayat,Schedules_1 course_3 trim
ITE-2502,Saturday,10:00-10:50,Financial Literacy,C1.1.347P,practice,Muratov Sayat,Schedules_1 course_3 trim
ITM-2501,Monday,08:00-08:50,Linear Algebra,C1.1.251L,lecture,Jandigulov Abdygali,Schedules_1 course_3 trim
ITM-2501,Monday,09:00-09:50,Linear Algebra,C1.1.251L,lecture,Jandigulov Abdygali,Schedules_1 course_3 trim
ITM-2501,Monday,10:00-10:50,Database Management Systems,C1.1.353K,practice,Akhmetzhanova Shynar,Schedules_1 course_3 trim
ITM-2501,Monday,11:00-11:50,Database Management Systems,C1.1.353K,practice,Akhmetzhanova Shynar,Schedules_1 course_3 trim
ITM-2501,Monday,12:00-12:50,Introduction to Leadership,C1.3.233L,lecture,Kamshat Mussina,Schedules_1 course_3 trim
ITM-2501,Monday,13:05-13:55,Introduction to Leadership,C1.3.233L,lecture,Kamshat Mussina,Schedules_1 course_3 trim
ITM-2501,Monday,14:00-14:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITM-2501,Monday,15:00-15:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITM-2501,Tuesday,10:00-10:50,Business Project (Simulation),C1.2.237L,lecture,Borashova Sholpan,Schedules_1 course_3 trim
ITM-2501,Tuesday,11:00-11:50,Business Project (Simulation),C1.2.237L,lecture,Borashova Sholpan,Schedules_1 course_3 trim
ITM-2501,Tuesday,12:00-12:50,History of Kazakhstan (State Exam),C1.2.225P,practice,Imangaliyev Almas,Schedules_1 course_3 trim
ITM-2501,Tuesday,13:05-13:55,History of Kazakhstan (State Exam),C1.2.225P,practice,Imangaliyev Almas,Schedules_1 course_3 trim
ITM-2501,Wednesday,08:00-08:50,Linear Algebra,C1.1.228P,practice,Tulaeva Sandugash,Schedules_1 course_3 trim
ITM-2501,Wednesday,09:00-09:50,Linear Algebra,C1.1.228P,practice,Tulaeva Sandugash,Schedules_1 course_3 trim
ITM-2501,Wednesday,10:00-10:50,Database Management Systems,C1.1.353K,practice,Akhmetzhanova Shynar,Schedules_1 course_3 trim
ITM-2501,Wednesday,11:00-11:50,Business Project (Simulation),C1.1.366P,practice,Zhanna Zhassulankyzy,Schedules_1 course_3 trim
ITM-2501,Wednesday,16:00-16:50,History of Kazakhstan (State Exam),online,practice,Imangaliyev Almas,Schedules_1 course_3 trim
ITM-2501,Thursday,08:00-08:50,Business Project (Simulation),C1.2.226P,practice,Zhanna Zhassulankyzy,Schedules_1 course_3 trim
ITM-2501,Thursday,09:00-09:50,Business Project (Simulation),C1.2.226P,practice,Zhanna Zhassulankyzy,Schedules_1 course_3 trim
ITM-2501,Thursday,14:00-14:50,History of Kazakhstan (State Exam),online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITM-2501,Thursday,15:00-15:50,History of Kazakhstan (State Exam),online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITM-2501,Friday,13:05-13:55,Linear Algebra,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
ITM-2501,Saturday,08:00-08:50,Introduction to Leadership,C1.1.346P,practice,Elnura Abakanova,Schedules_1 course_3 trim
ITM-2501,Saturday,09:00-09:50,Introduction to Leadership,C1.1.346P,practice,Elnura Abakanova,Schedules_1 course_3 trim
ITM-2501,Saturday,10:00-10:50,Introduction to Leadership,C1.1.346P,practice,Elnura Abakanova,Schedules_1 course_3 trim
ITM-2502,Monday,09:00-09:50,Database Management Systems,C1.1.353K,practice,Akhmetzhanova Shynar,Schedules_1 course_3 trim
ITM-2502,Monday,10:00-10:50,Linear Algebra,C1.1.251L,lecture,Jandigulov Abdygali,Schedules_1 course_3 trim
ITM-2502,Monday,11:00-11:50,Linear Algebra,C1.1.251L,lecture,Jandigulov Abdygali,Schedules_1 course_3 trim
ITM-2502,Monday,12:00-12:50,Introduction to Leadership,C1.3.233L,lecture,Kamshat Mussina,Schedules_1 course_3 trim
ITM-2502,Monday,13:05-13:55,Introduction to Leadership,C1.3.233L,lecture,Kamshat Mussina,Schedules_1 course_3 trim
ITM-2502,Monday,14:00-14:50,Database Management Systems,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
